Topic,Count,Name,Representation,Representative_Docs
254,16,254_salsa_victoria_hot_ranchera,"['salsa', 'victoria', 'hot', 'ranchera', 'mrs', 'salsas', 'mild', 'dipping', 'hehhehee', 'munchas']","['Herdez salsas have been a favorite of mine since I was introduced to their products by friends living in Mexico. Since moving to the Midwest, I have been able to reliably find the Salsa Casera at local grocers until our recent move. Being something of a salsa snob, I headed to the internet to see if there was another way for me to purchase it. Amazon to the rescue, of course.<br /><br />The cans are a perfect serving size for a nice snack of chips and salsa. The flavor is a little bit spicy, but still flavorful and balanced enough for my Midwestern husband (whose favorite spices are ketchup and salt).', 'I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I\'d cut down how much I ate by going to the hot Salsa Ranchera.  It\'s hot enough that people who aren\'t used to it will say ""That\'s hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don\'t like to go hotter than this because the sauces I\'ve tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn\'t make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam\'s Club.  To get a good deal you have to watch for sales.', 'Never received the green salsa after ordering. Looking forward to trying it if it is as good as the red salsa']"
255,16,255_potato_sweet_chews_yams,"['potato', 'sweet', 'chews', 'yams', 'treats', 'theyd', 'supplements', 'dog', 'rawhide', 'dogswells']","[""My dog really loves these Sam's Yams Veggie Rawhide Sweet Potato Dog Treats.  She eats one up so fast I kind of think she will choke, but she just really loves the flavor of these treats.  I have purchased some sweet potato treats for my dog before and she really liked them, so I thought I would give these a try for her.  She finds them even more tasty than the ones I had previously purchased.<br /><br />I like that these are vegetarian rather than beef rawhide.  Beef is OK, but I wanted to get her off so many beef items.  These are a good alternative.  The dehydrated sweet potato makes for an analysis of 6% minimum crude protein and 6% minimum crude fat.  Those levels are in the good range for these treats - I don't want them to get much above those amounts.<br /><br />I love my dog, and these premium treats are the perfect way to reward her, and help clean her teeth."", ""My dogs love the Dogswell supplements made from chicken, so I assumed they'd also like the sweet potato supplements.  Neither of them would eat it!  Even my aggressive chewing lab didn't like these.  They're almost impossible to chew (unless I soak them in boiling water for at least 30 minutes, which presumably would leech the nutrients from the chews).  When the lab first tried these, they cut her gums, and when she would leave pieces of the chew on the floor, if I stepped on them before noticing them, they'd cut my foot!  I noticed this about ALL the varieties of Dogswells Sweet Potato Chews.  I threw them all out."", ""My dogs love the Dogswell supplements made from chicken, so I assumed they'd also like the sweet potato supplements.  Neither of them would eat it!  Even my aggressive chewing lab didn't like these.  They're almost impossible to chew (unless I soak them in boiling water for at least 30 minutes, which presumably would leech the nutrients from the chews).  When the lab first tried these, they cut her gums, and when she would leave pieces of the chew on the floor, if I stepped on them before noticing them, they'd cut my foot!  I noticed this about ALL the varieties of Dogswells Sweet Potato Chews.  I threw them all out.""]"
256,16,256_smoothie_smoothies_ice_sherbet,"['smoothie', 'smoothies', 'ice', 'sherbet', 'yogurt', 'blender', 'cafeteria', 'mix', 'mousse', 'make']","[""This stuff is amazing!  It's $4.50 at my favorite coffee place but much cheaper to make at home.  It has an intense mango flavor and is super easy to make as a smoothie.  Just put ice in a blender, pour the mix over and blend.  I also add yogurt on occasion or sherbet and it is so good.  It's also great over ice cream or sherbet right out of the container."", ""I bought this because it's the product they use at a local donut shop to make my son's favorite smoothies.  Add ice, water and smoothie concentrate, and you've got a yummy smoothie for WAY less than you'd pay in a store (with tax, it was $4.75 a smoothie.)  I can make 8 of the same size at home with one bottle of the concentrate.  It has a guide on the back to make various sizes, so there's no guesswork.  As an added bonus, now that I can make these at home I'm no longer tempted by the donuts."", ""We like to make Smoothies in our home. Throw a little yogurt, some milk, some ice and lots of fruit into a blender and yummmmm. But sometimes we are out of yogurt or milk or even fruit. Or sometimes we want a fruit that isn't in season. That is where this smoothie mix comes in.<br /><br />You put this smoothie mix into a blender with some ice and you have a smoothie. W<br />e have tried the peach flavor and the wild berry flavor. Out of the two, we prefer this peach. It has a great flavor and mixes up well.<br /><br />In addition to using this for smoothies, we also use this when we make ice cream.<br /><br />This is a great product that will save you time on those mornings when you are rushed and just need something fast for breakfast or a snack.<br /><br />Enjoy.""]"
257,16,257_pump_syrup_syrups_sugar,"['pump', 'syrup', 'syrups', 'sugar', 'dayold', 'amoretti', 'sickeningly', 'pumps', 'coffee', 'vanilla']","[""All three of these syrups are absolutely delicious in coffee and cocoa. Just be aware that they are stocking stuffer-sized, as is stated in the description.  It's a good way to try the flavors and see which one you like. I'm adoring the peppermint syrup in cocoa - very minty and not too sweet.  The eggnog flavor makes a wonderful, light eggnog simply mixed with whole milk and either rum or brandy, minus many of the calories.  A splash of the gingerbread syrup in chai tea boosts the flavor and adds a touch of sweetness."", ""Yessiree- this is the same sweet coffee-esque sugar buzz that you'll find at most convenience stores and gas stations. Is it a chemical abomination? You bet! Does it taste great with a day-old buttered roll in a wax-paper sleeve? Absolutely! Here is the real thing that fogs your windows and leaves a vanilla aroma in its aftermath. It is sickeningly sweet and guaranteed to snap you out of a hangover when followed with a day-old roll or bagel with cream cheese. Nothing short of an American classic and friend of the open road.<br /><br />It's not just about the sugar. They actually put 30mg of caffeine into this concoction of--well, you really don't need to know.<br /><br />It's cheaper than the $1.75 at the gas station (around $.45 a paper cup).<br /><br />It's not actually coffee-- but it hits the spot when you're down and out and need something more for breakfast than a Baby Ruth Bar.<br /><br />Go ahead- you know that you want this, uh...whatever it is. Mmmmm! Now THAT'S what I'm talking about!"", ""I will ALWAYS keep at least one flavor of Amoretti syrup in stock from now on! The recommended 1.5 pumps for a cup of coffee is indeed the perfect amount of sweetness for a regular cup of coffee...and after exhausting my first bottle, I can't get my coffee to taste right with regular sugar anymore. This syrup is not sickeningly sweet, true to its word on not curdling the cream, and has a good flavor.<br /><br />The amaretto flavor is good, but it MIGHT be slightly weak. I say 'might' because I was using this everyday and might've just been used to the flavor. I want to try some other flavors, but will definitely order this again and see if I feel different if I'm not using exclusively this one on a daily basis. I personally would prefer a slightly stronger flavor, but (if my taste buds weren't tricked and it truly was weak) some customers might prefer a milder flavor and this would be a nice change from your conventional vanilla. I should point out that in a recent episode with self-serve syrups, I had to put MANY pumps before I could taste anything at all in my coffee and still had to resort to regular sugar...I think it was Big Train being offered...this was no where near that weak.<br /><br />It comes in a nice looking bottle that doesn't look hideous on your countertop should you want/need to leave it out, and the pump is a really good quality pump with flawless performance....it's also INCLUDED! All of the other syrup brands I saw want you to buy a pump separately (scoff). The bottle and pump are definitely worth upcycling--I'm using spent bottles for shampoo and other bath products as these look much nicer behind a revealing glass door than what the products come in...plus the pump is perfectly practical in the shower.<br /><br />The company really does have excellent customer service and treated me like there was no order too small (a lost art I think). I will gladly be a loyal customer of Amoretti for olive oil and syrup and any other discoveries to come!! I will continue to try more flavors and products as well as additional uses (still anxious to try an Italian soda!)""]"
258,16,258_sausages_sausage_casings_vienna,"['sausages', 'sausage', 'casings', 'vienna', 'merguez', 'stuffer', 'hot', 'eggs', 'delectable', 'game']","[""If you're a novice sausage maker like we were, this is a good place to start.  Good quality casings that were easy to work with.  We are having a lot of fun making delicious sausages with the help of these casings."", 'First time stuffing sausage. It was a little freaky at first, but I quickly caught on to the rinse and how to roll it up the stuffer tub. A quick twist to start a new sausage. You can make 4 to 5 sausages with each string. I used the Kitchen aid sausage stuffer attachement and the Eastman varity mix. Do not over grind your game. Use course blade one time if you can. Do use pork shoulder and pork fat, 40% for your lean game. I thought the Italian mix was the best and added hot peppers to make it even better. All good.', 'I\'m not a huge fan of Vienna Sausages, but my mother is, so I found these on sale the other day and bought a couple of cases. I decided to try them and was blown away by how much better they are than regular Vienna Sausages. First the texture of the smoked sausages is quite different. They are firmer and the smoking process creates and almost ""crust"" like effect on the exterior of the individual pieces giving them a little desperately needed ""bite"". The smoke flavor is just what the normally bland sausages needed. It takes something that had very little flavor and adds just the note necessary to really perk them up. If you like Vienna Sausages give these a try. If you normally don\'t care for them, find a single can in the store and see what you think. These are great camping food, a lite lunch with a few crackers in the briefcase or a quick snack at home.']"
259,15,259_tuna_cats_cat_mercury,"['tuna', 'cats', 'cat', 'mercury', 'jingles', 'girls', 'waste', 'treat', 'money', 'regarding']","['When I saw this I knew my cats would like it, what I didnt know was they would LOVE it. I was impressed by how fresh and ""tasty"" looking this treat was. Didnt smell too ""fishy"" and looked good enough to eat myself, but of course, I saved it for my girls. It came in 3 nice sized strips and that was perfect because we have 3 cats. I decided to save it for a midday treat and couldn\'t wait to see if they liked it.<br /><br />Well, the girls  enjoy tuna, but I never expected them to like it this much.<br />I broke off a little piece for each of them and they gobbled it up! I actually ended up feeding them the whole pouch for lunch instead of opening a can of cat food.<br />I have never seen them eat so fast and leave not a speck of food in their dishes. Next time, I will save it for treats because you do get a good amount, which can be resealed and refrigerated. This is definitely a treat worth getting to ""indulge"" your cats every now and again!', ""I have two cats.  One cat loved this all natural grilled tuna; the fussier one tried to bury it.  There were two things I didn't like about the product.  First, the zippered plastic envelope was very difficult to open. (I ended up placing it in a different sealable bag.) Second, it was very pricey: almost $10 for just over 4 oz compared to about $1 for a 5 oz can of tuna at a grocery store.  I tried the product because it was available to me at no charge through the Vine program.  Despite the fact that my one cat loved it, I would not pay full price for it myself.  (Sorry, kitty!)"", ""(ASIN: B004INAQMM)  Well, here we have white fish, with Cottie's beloved cheddar cheese.  But his consumption of it is not on par with that for the tuna, not by a cat's whisker or any other measure you care to use.<br />I do not understand it.  I have fed him white fish with a myriad of other foods, including fish and shellfish, and he has usually devoured them, one and all.  But not this!  The only thing I can know for sure is that he knows it isn't tuna, which is the food he expects to experience with cheddar.<br />Cottie will eat it if very hungry, but not with the same gusto.  I need to make an attempt to find something special to put in it so he will enjoy it more than he does now.  Does anyone have any ideas for me?<br />Your takeaway is, this is a super Fancy Feast flavor, most cats will love it, but mine is a shtoonk.""]"
260,15,260_broth_bouillon_turkey_chicken,"['broth', 'bouillon', 'turkey', 'chicken', 'concentrate', 'use', 'vegetable', 'boullion', 'knorr', 'cubes']","['This makes broth that tastes somewhat like egg drop soup.  I now use this instead of Maggi or Wylers or Herb-Ox chicken bouillon for any type of recipe that calls for chicken broth or bouillon.  Lee Kum Kee is better tasting than all of those.<br /><br />It is a hard to find product.  Hopefully Amazon will still be selling this when I finish my current large can.', 'Our family enjoys turkey all year long.  It is almost impossible to find turkey bouillon these days, even around Thanksgiving.  After months of searching the internet I happily came upon Savory Choice Turkey Broth Concentrate.  It is absolutely wonderful. My Turkey Meatballs with gravy were a big hit at the neighborhood New Year\'s Eve party. Some might think that chicken broth, bouillon, or flavorings are adequate substitutes.  But let me assure you there is nothing like the warm, rich, authentic flavor of turkey that truly enhances the dish. Savory Choice Turkey Broth Concentrate is so delicious.  I\'m so glad to have finally found exactly what I was looking for. Try it, you won\'t be disappointed.  <a href=""http://www.amazon.com/gp/product/B001L1MOOW"">Savory Choice Turkey Broth Concentrate, 5.1-Ounce Boxes (Pack of 4)</a>', ""My mother and I use this broth in most of the chicken dishes we cook.  We prefer this broth over bouillon because bouillon usually doesn't add much flavor, but this broth adds tons of flavor and give each dish a little boost.  Love this broth!!""]"
261,15,261_via_starbucks_vias_brewed,"['via', 'starbucks', 'vias', 'brewed', 'coffee', 'instant', 'expiration', 'budgets', '070', 'backlog']","[""The VIA packets are a great substitute for the 'real thing' (ordering freshly brewed coffee at an actual Starbucks store).  The flavor is there and it's far cheaper to go with the VIA packets for people on tight budgets, especially with the skyrocketing prices at the Starbucks stores even for plain ol' brewed coffee."", 'I love having Starbucks VIA around to supplement my brewed coffee.  Personally, I start out with a pot of fresh ground extra bold coffee in the morning.  It usually lasts me until around 3 in the afternoon, at which point I switch to using my VIAs.  They taste the most like fresh brewed coffee from any instant I\'ve ever tried.  I also use the VIAs when I\'m working late at night, heading out early for a meeting, or for Church on Sundays so I can avoid the ""burner coffee"".  ;)<br /><br />Being able to by them in bulk at $0.70 per packet makes this habit much more economical!  A big thanks to Starbucks for offering them through Amazon as well as their own store.  Finally, I received my pack of 50 on May 2nd, and it has an expiration date of October, if that helps any of you who are concerned about the expiration date problems described by others.  Perhaps it was just a backlog of product as people were discovering VIA available on Amazon?', 'I love having Starbucks VIA around to supplement my brewed coffee.  Personally, I start out with a pot of fresh ground extra bold coffee in the morning.  It usually lasts me until around 3 in the afternoon, at which point I switch to using my VIAs.  They taste the most like fresh brewed coffee from any instant I\'ve ever tried.  I also use the VIAs when I\'m working late at night, heading out early for a meeting, or for Church on Sundays so I can avoid the ""burner coffee"".  ;)<br /><br />Being able to by them in bulk at $0.70 per packet makes this habit much more economical!  A big thanks to Starbucks for offering them through Amazon as well as their own store.  Finally, I received my pack of 50 on May 2nd, and it has an expiration date of October, if that helps any of you who are concerned about the expiration date problems described by others.  Perhaps it was just a backlog of product as people were discovering VIA available on Amazon?']"
262,15,262_pms_cramps_period_cycle,"['pms', 'cramps', 'period', 'cycle', 'cycles', 'tea', 'works', 'starts', 'menstrual', 'detox']","[""I use this tea for menstral cramps.  I drink a lot of it and it works fantasticly on cramps and mood.  Here is the catch - you can't expect to drink one cup and feel better.  I make big containers of ice tea - and I start drinking it all the time about two days before my period even starts.  Also, once my period starts, I try to make sure I have a cup every two hours- sometimes I have even more.  So again, it works but drink alot."", ""I use this tea for menstral cramps.  I drink a lot of it and it works fantasticly on cramps and mood.  Here is the catch - you can't expect to drink one cup and feel better.  I make big containers of ice tea - and I start drinking it all the time about two days before my period even starts.  Also, once my period starts, I try to make sure I have a cup every two hours- sometimes I have even more.  So again, it works but drink alot."", ""I use this tea for menstral cramps.  I drink a lot of it and it works fantasticly on cramps and mood.  Here is the catch - you can't expect to drink one cup and feel better.  I make big containers of ice tea - and I start drinking it all the time about two days before my period even starts.  Also, once my period starts, I try to make sure I have a cup every two hours- sometimes I have even more.  So again, it works but drink alot.""]"
263,15,263_tree_picture_braided_packaged,"['tree', 'picture', 'braided', 'packaged', 'plant', 'growing', 'soil', '9greenbox', 'leaves', 'received']","['I bought it for a birthday present for my mother who has a large plant collection already. The tree came fast and well packaged. The picture presented is fairly accurate. The tree is simply in soil whereas the picture shows some rocks. Also the picture is a full tree growing out all angles. The one I received is growing only to 1 side.<br /><br />All in all though this product is a fantastic deal. I fully recommend it and would buy another if I ever was in the market for another Bonsai. My mother loved it.', ""Dear people at Amazon.  I recently made a purchase on Amazon for a large 5 braided money tree plant.  Well, that's what I received, but<br />it looked like a Charley Brown Tree.  Who ever braided this tree, took 5 of the worst individual trees they could find, braided it, and<br />sent it to me.  After complaining about this tree, I was told, Glenn be patient with me, and I will find another nicer looking 5 braided<br />money tree plant and ship it to you.  That was the last I heard.  When I sent another message, there was no response.  Never again will<br />I make a purchase."", 'Tree arrived in a timely manner and well packaged. Slightly smaller than the tree pictured, I uploaded some pictures of the tree I received for reference. Overall very happy. The tree was free of damage and has new growth all over it. Highly recommended. Worth every penny.']"
264,15,264_berries_goji_gruel_proflowers,"['berries', 'goji', 'gruel', 'proflowers', 'nauseous', 'twiceso', 'barklike', 'undergoing', 'confessso', 'sharis']","['these goji berries are nasty and cost too much. I would not buy them again and would not recomend them to anyone either.', ""I love goji berries. They are a great anytime snack. Your family can snack on these healthy goji berries for weeks if not months. Don't get ripped off on the local health food stores. I can't wait to finish the ones I got to order another 10lb bag."", 'I have been eating goji berries since a friend gave some to my brother when he was undergoing chemotherapy. They are less sweet and smaller than raisins and I find them quite tasty.  At first, the taste was unfamiliar, so it took a little getting used to.  They can also be a bit drier than other dried fruit. One of the best things about them is how they affect my energy level. I have a friend who uses a supplement made up mostly of ground up goji berries (also known as wolfberries) He lost a lot of weight, his skin got really healthy and started to glow and his energy was notably clearer. His improved health was so obvious, I noticed it before he even said that he was doing anything different and had to ask him what had changed.<br />These goji berries are well packaged and this is a better price than I was able to find elsewhere.']"
265,15,265_vinegar_salt_chips_sea,"['vinegar', 'salt', 'chips', 'sea', 'sv', 'crispiness', 'pringles', 'mouthwatering', 'chip', 'faint']","['I am gonna keep this short and sweet. As a long time fan of all chips that are salt & vinegar, I have to say I found my one. Not too salty or pungent with vinegar, but just the right amount of flavor and crispiness. I am so glad I decided to try a box of these. You guys have a winner here.', 'Unless you really really really like vinegar - AVOID! Those chips should have been called ""Vinegar and Sea Salt"" - not ""Sea Salt and Vinegar"".', ""I am always on the hunt for a good lower fat salt and vinegar chip and I have to say, it is a very hard thing to find! I actually wrote to Pringles once and asked if they had any plans to make a reduced fat salt and vinegar chip...to my disappointment, they said no. For whatever reason, the big label brands (Lays, Pringles, etc.) have not made a reduced fat or baked salt and vinegar chip. I have no idea why - salt and vinegar chip lovers are very devoted to their favorite flavor (as illustrated by me actually desperately writing to Pringles!). Anyway, I gave this brand a try and I am really happy with it. It has a nice strong flavor and a light crispy crunch. It have tried the Salt and Vinegar Pirate's Booty, which was ok, but more like a cheese puff and the flavor was a little strange. I have tried a couple baked salt and vinegar chips from small brands and they were all disgusting in flavor and texture. This is the only way to go that I have found so far. I would recommend it.<br /><br />Yes, I know, I appear to be obsessed with S&V chips...it is a little scary.""]"
266,14,266_mix_slender_canisters_favoritebr,"['mix', 'slender', 'canisters', 'favoritebr', 'mixed', 'speak', 'combo', 'answer', 'sorbets', 'groceryliquor']","['I have been using Slap Ya Mama for the better half of two years. There is nothing comprable. The review that claims this is nothing more than a salt and pepper mix. Must be snorting this stuff. If they wanted something hotter they should have gotten the red pepper blend. You can use this stuff on everything, and no kidding this stuff is better than Christmas.... Visit there websight for all other products and great cajun recipies...', 'I use this product mixed with chocolate or vanilla Soy Slender, which also has 30% calcium, 25% D, and 7 g fiber.  Of course I love it as it is, but this combo is my favorite.<br /><br />And I will be happy to answer M ""M"" about why.  This is four (4) canisters so it\'s not that expensive.  The other reason, besides it is good, is that those grocery stores you speak of don\'t have it. It has become very hard to find.  I can\'t find it at all any longer and am very happy to order a supply at Amazon.', 'I use this product mixed with chocolate or vanilla Soy Slender, which also has 30% calcium, 25% D, and 7 g fiber.  Of course I love it as it is, but this combo is my favorite.<br /><br />And I will be happy to answer M ""M"" about why.  This is four (4) canisters so it\'s not that expensive.  The other reason, besides it is good, is that those grocery stores you speak of don\'t have it. It has become very hard to find.  I can\'t find it at all any longer and am very happy to order a supply at Amazon.']"
267,14,267_cheese_curls_players_seasons,"['cheese', 'curls', 'players', 'seasons', 'inconsistent', 'puffs', 'healthier', 'michael', 'snacks', 'baked']","['This was my first purchase of any gluten free cheese curls and I was pleasantly surprised by the taste and the crunch.  My husband even likes them and he is very picky about his snack foods. To me they taste better than the other name brand cheese curls and with less fat and calories.', ""I'm a secret Cheeto addict, but these baked cheese curls are even more flavorful and addictive than the original.  And they are healthier, which makes them the perfect snack. No artificial cheese flavor, excellent crispy texture and sharp cheese taste.  I'm on my third case now and will continue to order this gem of a snack.  Worth a try if you love cheese curls."", 'I won\'t say I\'m an expert in cheese curls, but these sure taste great. Slightly milky flavor, and a touch of blue cheese give these an edge (literally and figuratively) over the competition. It\'s great that part of the ingredients are organic (I wish of course that they were all organic at this price). Don\'t be surprised when you open the bag, they fill just under a third of it. I guess the empty space keeps them in shape! Now the bad part, when you buy 12 at once you expect a discount. The Amazon price of $2.58 each is the same as at my local high priced natural food store. Still, nobody comes close flavor wise, although flavor is, of course, subjective.<br /><br />UPDATE December 11, 2009<br />Could I have been more disappointed with the makers of Cheese Curls? I stopped buying the baked cheese puffs from the same brand because the quality varies from one batch (by the expiration date) to another, and the last batch had too many puffs without cheese. Back to the curls, the previous batch (November) was just excellent (good flavor and crispiness as reported by my wife), but then came the one I bought just a week ago...there is not a single curl with proper cheese flavor in the bags. So why not complain? I am complaining, but the company doesn\'t care. I told them last year that the quality of the puffs varied from one batch to another, and it only got worse. The retail price has increased to $2.95 since then. At that price I expect a very good product, especially when I buy 12 at a time. Notice that it says on the back of the bag ""freshness guaranteed."" That\'s right, they don\'t care whether we\'re happy with the product, just that it\'s fresh. Thanks Michael Seasons, I guess I\'ll have to start making my own cheese curls (there is no other product on the market that uses (partially) organic ingredients). I\'d give this one star today if I could.']"
268,14,268_weruva_ha_chicken_prairie,"['weruva', 'ha', 'chicken', 'prairie', 'cat', 'kitties', 'seafood', 'food', 'mystie', 'awwww']","['Weruva is listed as one of the healthiest dog foods for our dogs.  I have 9 dogs and they thrive on this food. I add the canned Weruva to Weruva dry food and they love it.', ""Awwww another winner from Weruva, i really like the brand and they made the BFF line with us in mind. It's a little cheaper than the actual Weruva brand cause its seafood based. Their seafood has the lowest mercury levels but still this isnt recomended for everyday use on your kitties, you're supposed to switch it around. I only give it to my babies 1 or 2-ice a week that's it. You should hear them begging when the can is popped open ha ha ha."", ""Awwww another winner from Weruva, i really like the brand and they made the BFF line with us in mind. It's a little cheaper than the actual Weruva brand cause its seafood based. Their seafood has the lowest mercury levels but still this isnt recomended for everyday use on your kitties, you're supposed to switch it around. I only give it to my babies 1 or 2-ice a week that's it. You should hear them begging when the can is popped open ha ha ha.""]"
269,14,269_brownies_gluten_brownie_crocker,"['brownies', 'gluten', 'brownie', 'crocker', 'betty', 'gf', 'mixes', 'free', 'mix', 'bake']","[""These brownies are excellent!  I can't say enough good things about the flavor!  My husband has celiac disease and I was so excited to see Betty Crocker come out with these mixes.  These brownies were so good my husband and I were fighting over the last one...and I'm not even gluten free!!  I have never felt the need to write a review on Amazon, but these were just so good!  I hope Betty Crocker continues to make these and more gluten free products!"", 'Since going gluten free, I have tried several gluten free brownie mixes, and many of them had a strange texture or tasted fake in some way.  This brand is by far the best.  The brownies are moist and have a rich chocolate flavor.  The texture is just like regular brownies.  I added the optional chocolate chips which made them even richer.  I have found the perfect gluten free brownie and will definitely buy this mix again.', 'I was so grateful when Betty Crocker put out some gluten free alternatives.  The brownies are absolutely perfect.  There is nothing missing at all, not in taste or texture.  In fact I think I like them better than brownies full of gluten.  Even my husband who has no issues with gluten found them to be delicious.']"
270,14,270_jalapeno_jalapenos_flake_flakes,"['jalapeno', 'jalapenos', 'flake', 'flakes', 'pepper', 'spicy', 'extractbr', 'mild', 'flavor', 'link']","['The ""Jalapeno Smokehouse"" flavor is the best flavor in the Blue Diamond ""BOLD"" series, hands down. Unlike some of the other flavors, this one really tastes like what it\'s supposed to taste like -- that is to say, smoky jalapeno peppers. To my jaded taste buds, the pepper spice is fairly mild, but I imagine most people find it packs quite a kick. It\'s a good thing these huge, perfectly roasted nuts are great for you, because I eat them constantly. Hey, my HDL cholesterol (the ""good"" cholesterol) has actually risen as I\'ve gotten older. I like to think it\'s partly because of these luscious babies. Dr Jeddy prescribes a handful every day!', ""If you suffer high blood pressure these MAY cause you to have issues, I don't mess around when I say it. So be forewarned, while I am young and don't have any blood pressure issues I know others that have. So keep this in mind that the salt content is a little extreme.<br /><br />The chips are good, not potatoe-y tasting, though. Taste like a pringle feels like a starchy corn chip.<br /><br />And here is some information about their newly added flavor, Jalapeno, I have received the ingredient list for everybody here to examine before purchasing since it is currently hard to find..<br /><br />---JALAPENO INGREDIENTS----<br /><br />NATURAL POTATO INGREDIENTS (POTATO FLAKES, POTATO STARCH), SUNFLOWER,<br />SAFFLOWER, AND/OR CANOLA OIL, JALAPENO SEASONING (DEHYDRATED VEGETABLES,<br />[GREEN BELL PEPPER, PARSLEY, GARLIC, ONION, GREEN ONION], SALT, SUGAR,<br />MALTODEXTRIN, RICE FLOUR, CITRIC ACID, JALAPENO PEPPER, YEAST EXTRACT,<br />TORULA YEAST, SPICE, NATURAL FLAVOR), RICE FLOUR, JALAPENO PEPPER EXTRACT,<br />SALT.<br /><br />-------------------------"", 'I bought a case of jalapeno chips as I love that flavor. This product is good but does not taste like the other jalapeno chips on the market (Lays, Ms.Vickie). I am now used to this flavor and eat it as it is healthy but wish it had that addicting jalapeno flavor that the other ones on the market have.']"
271,14,271_orgain_folgersbr_price_foodsuntil,"['orgain', 'folgersbr', 'price', 'foodsuntil', 'subscribebr', 'drinkfare', 'amazingnever', 'historybr', 'quanity', 'trails']","[""I love this drink! Tastes just like Yoohoo. Sadly, I saw the price jump and figured I should just buy it at my local Whole Foods...until I realized I can't find it there anymore either!! I don't know if it's being discontinued or what happened but I hope to find it again soon (and not for almost $60 a box)."", 'Let me join my voice to the chorus of people upset with Amazon for the price increase for Orgain drinks.  As others have mentioned, the price has gone up from $28. to $44.  Even though this is an excellent product, I will no longer be buying Orgain from Amazon.<br /><br />Perhaps when enough people have stopped buying Orgain, Amazon and the makers of this product will come to their senses and bring down the price to former levels.  I can already hear readers of this review saying, ""Nice try!""<br /><br />Does anyone have recommendations for products that do the same thing as Orgain, but for a reasonable price?', 'We tried few brands like Similac, Enfamil and eventually settled on Good Start. This is the only when my lil one is drinking. Amazon got better price for this item specially if you save and subscribe.<br />Good and quick shipping.']"
272,14,272_ketchup_heinz_ketchups_regular,"['ketchup', 'heinz', 'ketchups', 'regular', 'bottle', 'annies', 'sauce', 'chops', 'walden', 'burger']","[""I'm not personally a big ketchup fan but am trying to buy more organic products.  I bought the 365 ketchup from Whole Foods and really liked it, not as sweet, more tomato-y flavor.  Unfortunately my 5 year old won't touch the stuff.  I bought this to make her happy and it does.  To me it tastes just like regular Heinz ketchup.  I just wish it came in a 24 or 32 oz bottle."", ""My husband and I love this ketchup! To me, the taste is better than the regular Heinz ketchup. The color and texture are exactly the same, but the flavor is better. You can't beat Organic!!"", 'This is my favorite ketchup. The taste is totally different, not like heinz ""organic"" ketchup or regular ketchup, it doesn\'t taste like chemicals. You can actually taste tomato. Try tasting this one back to back with regular packaged or bottles of ketchup you are used to seeing in restaurants etc. My first thought was that I haven\'t been actually consuming ketchup in my life till now. Its THAT different.']"
273,14,273_drink_sharing_sister_soothing,"['drink', 'sharing', 'sister', 'soothing', 'dishwasher', 'wake', 'works', 'overenergize', 'psycho', 'chocalete']","['It is good and soothing to drink. I have not tried it too many times yet. I am sharing with my sister.', 'It is good and soothing to drink. I have not tried it too many times yet. I am sharing with my sister.', ""Overall, I think it does help both ways.  The psycho effect is that when you drink it you expect it to work.  The taste is acceptable, but I wouldn't say it is delicious.  The drawback is that before bed, you need to drink it.  It might actually cause you to pee during the night which is what it supposed to do.  I am the type that need to avoid drinking too much after 8 o clock.  If not, during the night i might need to wake up for the bathroom""]"
